k,accuracy_mean,recall_mean,specificity_mean,kappa_mean,auc_mean,accuracy_std,recall_std,specificity_std,kappa_std,auc_std
10,0.77,0.8571428571428572,0.648,0.5133871904163525,0.8702857142857142,0.1366768288904727,0.1543033499620919,0.24684678108764826,0.2930853292309364,0.14730688961447513
